index,SequenceA,SequenceB,SCI
8042,X12857.1_421-494,X05602.1_210-283,1.22747747747748
8043,J02386.1_42-95,Y12833.1_339-285,1.1025641025641
8044,AY451143.1_147-230,AF386056.1_65-148,0.848167539267016
8045,U46016.1_234-317,AF286237.1_223-306,0.970074812967581
8046,U46121.1_66-138,AF493542.1_6654-6722,1.41118421052632
8047,AE005314.1_4287-4216,M68929.1_152677-152605,0.713881019830028
8048,J04815.1_1966-2036,X13975.1_39-104,1.09282700421941
8049,X52392.1_11128-11195,D10368.1_338-405,1.2135593220339
8050,AL954363.27_44194-44140,AL928824.13_119883-119934,1.00431034482759
8051,AE013112.1_9358-9256,AJ414154.1_26151-26047,0.707076923076923
8052,AY304963.1_1283-1334,AY165204.1_239-290,1.04060913705584
8053,AL132709.5_139624-139553,AL132709.5_134553-134482,0.939947780678851
8054,AC004941.2_32735-32806,M17129.1_151-222,1.17457305502846
8055,AP005947.1_7905-8125,L12006.1_1016-1191,0.860474860335196
8056,AF524867.1_393-644,AB081375.1_266-517,0.96056685150955
8057,X03715.1_171-243,X07950.1_1-81,1.06433823529412
8058,AB044067.1_65-148,AB034898.1_65-148,0.873385012919896
8059,BX005479.5_109708-109654,BX649566.3_34014-33960,0.807692307692308
8060,U03300.1_813-869,U72113.1_307-363,1.04918032786885
8061,M25201.1_1-119,M33894.1_2-109,1.14804845222073
8062,AY165231.1_238-289,AF484482.1_1293-1344,1.05263157894737
8063,AF506687.1_2-242,AY236365.1_1-293,0.711219512195122
8064,AJ131592.1_3-116,X02255.1_3-118,0.901477832512315
8065,AP001512.1_200657-200766,Z99110.2_47875-47995,0.774907749077491
8066,AE016822.1_1714518-1714420,AJ312125.1_453-315,0.76875
8067,D10532.1_1-120,M28984.1_1-119,1.10990206746464
8068,AY288840.1_65-148,Z79572.1_65-148,0.904145077720207
8069,AF385935.1_9583-9639,U51283.1_364-419,1.0529197080292
8070,M68929.1_172005-172075,X02205.1_668-740,1.43558282208589
8071,M10217.1_5770-5840,AF490529.1_2769-2701,1.43790849673203
8072,AJ535027.1_23-74,AY140122.1_1169-1219,0.993852459016394
8073,X13040.1_1-118,Z50056.1_3-119,1.18093023255814
8074,M76579.1_4-118,AJ131598.1_3-114,1.02156862745098
8075,AY186748.1_7251-7372,U16283.1_7297-7417,1.02844950213371
8076,AE001747.1_6884-6993,AB118748.1_319-422,0.617277486910995
8077,L11767.1_1281-1332,AY165192.1_239-290,1.02952029520295
8078,AY165218.1_226-277,AY518988.1_46-97,0.989051094890511
8079,AF076998.1_206-289,AY134966.1_65-148,0.880710659898477
8080,AJ276698.1_65-148,AF443078.1_234-317,0.953125
8081,K01389.1_345-433,X02172.1_335-407,1.06378600823045
8082,X03715.1_779-868,X13975.1_791-854,1.00358056265985
8083,M10217.1_7325-7260,M32222.1_1277-1363,1.00966767371601
8084,AP003584.1_338551-338455,AE002112.1_7386-7290,1.04936305732484
8085,AF286223.1_8864-8920,L28867.1_329-385,1.11844660194175
8086,AE005414.1_2595-2512,M20954.1_1-74,1.08765652951699
8087,X04465.1_117436-117320,X86563.2_124917-124799,0.778054862842893
8088,AY190445.1_1-181,AY190452.1_1-181,0.894517696044414
8089,AE015685.1_10697-10614,AE016755.1_79951-79852,0.959498207885305
8090,AL596167.1_48063-48187,AP006583.1_134892-135011,1.19944979367263
8091,J01390.1_11933-12004,X13704.1_1807-1880,1.10379746835443
8092,J04815.1_1953-1885,V00654.1_15791-15726,1.30311614730878
8093,AB042240.3_15036-15107,AP000397.1_130445-130371,1.30616740088106
8094,X04815.1_1-81,AL023288.2_21768-21839,1.19681908548708
8095,AB078686.1_65-148,AF484496.1_59-142,0.932461873638344
8096,BX005477.7_164801-164747,AB001858.1_305-359,0.887573964497042
8097,X16643.1_820-900,M18672.1_347-431,1.2572564612326
8098,M26978.1_826-899,AP002983.1_63669-63596,1.0859872611465
8099,AJ583731.1_9-60,AJ535022.1_23-74,0.987951807228916
8100,AC009323.4_12825-12742,AE003556.3_16759-16677,0.926544240400668
8101,X06836.1_1-119,J01872.1_1-119,1.11463414634146
8102,AY371170.1_59-142,AY282180.1_65-148,0.843989769820972
8103,D31601.1_1-341,X84079.1_1-359,0.88323124042879
8104,AL928946.17_79845-79899,BX664748.7_33440-33386,0.743589743589744
8105,M31830.1_30-129,S76009.1_35-113,0.955298013245033
8106,AF019394.1_279-335,AB098331.1_447-502,1.05424954792043
8107,Z50076.1_4-120,D13615.1_3-119,1.01072961373391
8108,X61066.1_339-412,AF008220.1_6888-6961,1.10310965630115
8109,AJ271079.2_59828-59899,X62453.1_1-74,1.13508442776735
8110,AY145950.1_1-177,AY188154.1_2-196,0.794037940379404
8111,X76389.1_1447-1553,X60506.1_390-492,0.993212669683258
8112,X76546.1_281-387,X71486.1_1-101,0.748110831234257
8113,X62566.1_248-320,AC009461.5_128651-128579,1.18375241779497
8114,K00205.1_1-72,AC008443.10_8240-8321,1.12650602409639
8115,AF029891.1_4522-4594,X03415.1_1030-1100,0.842209072978304
8116,M36008.1_959-1112,M21017.1_2722-2844,0.591927346115035
8117,AY304973.1_1280-1331,AY371163.1_1284-1335,0.923541247484909
8118,AB057615.1_1528-1593,AB001040.1_21-86,1.01070336391437
8119,X59571.1_319-390,D31785.1_12211-12283,1.24929178470255
8120,L28874.1_484-582,AF254730.1_518-616,0.939965694682676
8121,AY518955.1_46-97,AF484491.1_1284-1335,1.05660377358491
8122,AB001857.1_170-224,AL954371.6_99505-99453,0.873737373737374
8123,J01435.1_2804-2867,M10217.1_9797-9871,1.26728110599078
8124,AY139479.1_35-118,AB115528.1_65-148,0.895287958115183
8125,Z30973.1_7231-6935,M22560.1_129-422,1.04693446088795
8126,X15901.1_15784-15867,D12695.1_435-369,0.989858012170385
8127,M93388.1_1318-1384,M86501.1_1024-1090,1.16858237547893
8128,AY352654.1_1459-1510,AF282967.1_1-52,1.04714640198511
8129,X13662.1_1-116,X01570.1_1-119,1.22519083969466
8130,K01749.1_2878-2958,U24159.1_431-359,1.04752851711027
8131,M20966.1_1-88,X07379.1_305-375,1.06980519480519
8132,Z46261.1_745-770,X02622.1_164-189,1.0
8133,AL662865.4_12206-12135,J01533.1_143-72,1.17783505154639
8134,X57045.1_606-678,AF200837.1_5597-5661,1.28220858895706
8135,AY463230.1_304-387,Z79578.1_64-147,0.875
8136,L28859.1_453-551,AF196740.1_577-675,0.977124183006536
8137,U32309.1_158-89,X12631.1_1570-1639,1.26100628930818
8138,AF024271.1_120-171,AF069673.1_1284-1335,1.01996007984032
8139,AF075703.1_195-278,AF084702.1_64-148,0.93646408839779
8140,BX004821.5_36020-35966,AB001844.1_111-162,0.746113989637306
8141,AF074613.1_60570-60649,M68929.1_49817-49892,0.811224489795918
8142,AF067157.1_232-315,AF069671.1_86-169,1.01456310679612
8143,AF386020.1_65-148,AB115516.1_65-148,0.950738916256158
8144,AC122544.1_63069-62986,X52392.1_16177-16108,0.992673992673993
8145,X08003.1_3-119,X02249.1_3-117,1.02173913043478
8146,CR522870.1_1448610-1448703,AJ312125.1_523-454,0.756076759061834
8147,M20968.1_1-73,X04821.1_1-73,1.16732283464567
8148,AY302554.1_7312-7432,X84981.1_7301-7420,1.00796178343949
8149,AE010577.1_3358-3260,AE010547.1_5644-5538,0.774403470715835
8150,AF377957.1_8834-8889,AF069670.1_8751-8806,1.07088122605364
8151,AJ536620.1_1-40,AF170520.1_282-335,1.04464285714286
8152,AF109218.1_4405-4502,AE014229.1_2499-2401,1.11538461538462
8153,AF533121.1_65-148,AF443106.1_231-314,1.00643776824034
8154,X03240.1_1267-1333,X12631.1_1795-1866,1.31803278688525
8155,AL935128.13_73646-73700,AL928901.8_98046-97992,0.862745098039216
8156,AP000397.1_130600-130527,M86498.1_1-69,1.20372670807453
8157,X14848.1_3824-3891,M27315.1_1347-1280,1.25722543352601
8158,X00930.1_3-118,AJ131598.1_3-114,1.01939799331104
8159,AF223066.1_5881-6030,U10409.1_2025-2178,0.868544600938967
8160,X02237.1_3-118,Z50066.1_3-119,1.0297619047619
8161,M22656.1_587-656,X52392.1_6573-6508,1.32848837209302
8162,AY055171.1_300-551,D00820.1_392-642,0.949382716049383
8163,X05226.1_35-116,X52392.1_16775-16708,1.208
8164,AE016792.1_163969-163863,AP000995.2_82486-82594,0.946727549467276
8165,AF457091.1_8794-8849,AF484479.1_8733-8789,1.0
8166,L28890.1_359-415,AB052606.1_455-510,1.04982817869416
8167,AF484519.1_1293-1344,AF484483.1_1292-1343,0.967959527824621
8168,AF254708.1_384-439,AF196741.1_454-509,1.05035971223022
8169,X02167.1_179-251,D00554.1_73-143,1.17361111111111
8170,AL591977.1_131463-131588,AE017267.1_64114-64220,0.919064748201439
8171,X62860.1_3-123,X01950.1_1-117,1.18096514745308
8172,X01535.1_1-119,D10526.1_1-121,1.09806295399516
8173,L28895.1_462-560,AF096648.1_517-615,0.989761092150171
8174,X16851.1_1-119,X02252.1_3-118,1.05876180482686
8175,X52392.1_11128-11195,AF493541.1_7070-7138,1.27137546468401
8176,AJ006313.1_1-205,AY344019.1_2-323,0.7218794494542
8177,X52300.1_5-122,X02238.1_3-118,0.966019417475728
8178,AF457090.1_59-142,AY282197.1_65-148,0.96514745308311
8179,D90457.1_396-647,AJ295202.1_354-605,0.989226869455006
8180,D87492.1_1479-1524,AF036747.1_117-160,0.964912280701754
8181,AF487242.1_558-475,AC009323.4_14362-14281,1.15467775467775
8182,Z11824.1_3-116,X75615.1_8-118,0.780487804878049
8183,Z11880.1_281-353,AE005414.1_2810-2738,1.21478873239437
8184,X59360.1_1-185,X51374.1_284-474,1.05734597156398
8185,AF408630.1_1637-1688,AY519108.1_46-97,0.992263056092843
8186,M26977.1_379-453,Z82044.1_15843-15924,1.01986754966887
8187,Z29111.1_1-301,Z29112.1_1-302,0.925961082107262
8188,AF114036.1_6058-6174,K03155.1_22-137,1.00941176470588
8189,AC018907.5_9587-9517,L13782.1_442-515,0.946254071661238
8190,M33890.1_5-120,X55259.1_3-117,0.892813641900122
8191,AF207766.1_9306-9342,D86530.1_1041-1076,1.0
8192,X00996.1_1-119,X00020.1_1-119,1.0145251396648
8193,AF116561.1_5902-6018,X52297.1_1-116,0.974387527839644
8194,AF457086.1_8767-8822,AF484478.1_8762-8817,0.955963302752294
8195,AF143425.1_760-901,AF143423.1_825-965,0.751160220994475
8196,X04465.1_754-816,Z00044.1_12700-12613,0.884976525821596
8197,M20969.1_1-74,M34508.1_318-404,0.899293286219081
8198,X16643.1_820-900,X06054.1_711-637,1.08026755852843
8199,U23389.1_1-319,Z84236.1_1-251,0.909756097560976
8200,AL591976.1_242770-242867,AE012834.1_3852-3958,0.884615384615385
8201,J04815.1_1371-1301,X61068.1_560-632,1.21369294605809
8202,AF195142.1_461-524,L24896.1_600-665,1.00492610837438
8203,X02729.1_3021-3135,L27167.1_1-122,1.09143686502177
8204,AJ277126.1_33096-33168,M81726.1_5191-5288,0.678071539657854
8205,M26977.1_276-348,X52392.1_5172-5102,1.30019493177388
8206,X16192.1_3-117,X68666.1_1-122,0.970360824742268
8207,X04465.1_64788-64715,M22656.1_459-528,1.28440366972477
8208,AE017033.1_110729-110493,AE017007.1_181315-181066,0.739688979039892
8209,U32725.1_470-558,AP003190.2_118314-118418,0.86784140969163
8210,AY037284.1_65-148,AF289548.1_233-316,0.785340314136126
8211,AF484486.1_59-142,AY178927.1_20-103,0.927536231884058
8212,L32865.1_454-510,AF063151.1_457-513,1.0081799591002
8213,AC084446.1_16506-16210,X01037.1_5-303,1.10749555950266
8214,AB027572.1_1941-1862,X04465.1_68119-68052,0.966360856269113
8215,D00547.1_242-315,K01390.1_620-691,1.15449915110357
8216,S72337.1_1-193,X69327.1_1-196,1.00647668393782
8217,M31489.1_112-183,X13558.1_186-115,1.16559139784946
8218,M34772.1_1-114,L37445.1_4-118,0.79136690647482
8219,D17510.1_119065-118992,AE008727.1_5966-5885,0.938650306748466
8220,AE005876.1_3727-3622,AE017241.1_124587-124696,0.868292682926829
8221,AJ006022.1_412-495,AF484522.1_59-142,0.894607843137255
8222,AF443078.1_8896-8952,U51288.1_371-427,1.09541984732824
8223,D88475.1_1-392,AY145957.1_1-213,0.762719298245614
8224,U29242.1_1296-1347,AB090998.1_1281-1332,1.06396588486141
8225,U43172.1_65-148,AB097873.1_223-306,0.936507936507936
8226,X05524.1_5-117,X16194.1_2-114,1.09151414309484
8227,K01389.1_140-255,X12624.1_61-178,1.14237668161435
8228,X06852.1_1-118,X01570.1_1-119,1.02415458937198
8229,X52050.1_1-119,X06995.1_1-119,1.02843016069221
8230,AL596165.1_180914-180814,AP001518.1_300422-300310,0.93856
8231,L38349.1_3-288,Z84272.1_1-250,0.823809523809524
8232,AF029891.1_9161-9235,AJ130737.1_1761-1840,1.04677419354839
8233,M22650.1_459-527,V01556.1_1456-1523,1.12582781456954
8234,M72888.1_1-195,X06474.1_512-707,1.00979706088174
8235,AY492772.1_840-891,AY275556.1_1296-1347,0.991103202846975
8236,AY140557.1_891-942,AF484510.1_1293-1344,0.912087912087912
8237,AF543973.1_38-121,AY206652.1_65-148,0.815
8238,BX005301.9_81584-81530,BX569783.4_35396-35342,0.907834101382488
8239,AE003494.3_240865-240793,AP000397.1_130445-130371,1.14570858283433
8240,AY518994.1_46-97,AF156840.1_71-122,1.0103305785124
8241,AF196737.1_563-661,AF405203.1_211-309,0.956181533646322
8242,AF074839.1_52-124,AF491005.1_5436-5355,1.13953488372093
8243,X07950.1_1-81,AJ223323.1_613-684,1.19463087248322
8244,X06104.1_1-119,X02024.1_3-117,1.11822660098522
8245,X03154.1_110-183,AB031214.1_4204-4277,1.02479338842975
8246,AB001721.1_2735-2851,X02627.1_4-118,1.06608478802993
8247,AL132709.5_136822-136751,AL132709.5_135542-135471,0.86144578313253
8248,AE004097.1_4180-4278,AB033416.1_2076-2219,0.535508155583438
8249,AE004094.1_6414-6545,AE016809.1_257790-257673,1.04081632653061
8250,AJ131586.1_3-115,AF001265.1_6033-6149,0.979775280898876
8251,X14835.1_6927-7002,X16754.1_1-86,0.992957746478873
8252,BX664748.7_61234-61180,AL928834.15_4130-4184,0.891156462585034
8253,M18050.1_273-344,X52392.1_2273-2345,1.33665835411471
8254,AE005629.1_7274-7346,X68198.1_9818-9745,1.29947460595447
8255,L11765.1_65-148,AF408629.1_421-504,0.98220640569395
8256,AE017028.1_200117-200298,AP001518.1_272531-272358,1.11465603190429
8257,U81460.1_412-510,L28887.1_483-581,0.953982300884956
8258,AF036756.1_118-162,X15620.1_19-62,0.904347826086956
8259,Z98744.2_66305-66234,AE008893.1_17175-17247,1.21280602636535
8260,AF281765.1_65-148,AY451226.1_148-231,1.00874635568513
8261,L27163.1_1-119,M76571.1_4-117,1.10793296089385
8262,AY138839.1_1562-1675,M30312.1_1217-1330,0.672394043528064
8263,X65990.1_1-300,X65986.1_1-303,0.885076477883423
8264,AE011751.1_9456-9347,BX572605.1_160757-160849,0.577777777777778
8265,J04815.1_11997-12064,X03924.1_848-782,1.31851851851852
8266,X62863.1_2-121,AE004502.1_3179-3294,1.17231638418079
8267,X04465.1_90332-90261,X16886.1_999-1070,1.40049751243781
8268,AE009607.1_63-169,AY123045.1_16666-16547,0.953748006379585
8269,AF506643.1_1-198,AF506654.1_1-227,0.786202610316967
8270,AE005414.1_2595-2512,M10217.1_5910-5978,1.05210420841683
8271,L11785.1_65-148,AF030949.1_65-148,0.819951338199513
8272,X52047.1_2-120,X71804.1_109-227,1.09977324263039
8273,AF024218.1_90-141,AF023989.1_120-171,1.01937984496124
8274,AP005206.1_65-148,AY371124.1_59-142,0.81888246628131
8275,AY070203.1_1-277,AY311400.1_1-215,0.686167304537999
8276,AY082968.1_65-148,AF484488.1_59-142,1.14285714285714
8277,X02237.1_3-118,X00687.1_1-119,1.03611457036115
8278,X61061.1_74-147,K00462.1_57-128,1.11022044088176
8279,X74126.1_2430-2501,D89936.1_1231-1150,1.05154639175258
8280,AF506657.1_1-227,AF511950.1_1-363,0.838827838827839
8281,X00916.1_1570-1644,X81069.1_365-436,1.19180633147114
8282,X01619.1_1-119,X02236.1_3-119,1.0863361547763
8283,AJ405954.1_1-52,AJ313414.1_46-97,0.974854932301741
8284,AY145994.1_3-233,AF057155.1_1-236,0.862548692264886
8285,X13684.1_700-760,X13710.1_946-1008,0.836619718309859
8286,AP004603.1_200738-200630,AL596164.1_95936-95817,1.02243243243243
8287,M74811.1_1-291,U51762.1_1-214,0.761852861035422
8288,X01017.1_116-189,X03154.1_401-474,1.09683426443203
8289,AY492785.1_846-897,AF156834.1_45-96,1.02053388090349
8290,AJ316582.1_78387-78450,Z00044.1_84143-84067,0.875
8291,M36159.1_2-116,X13006.1_1-116,0.993243243243243
8292,J04815.1_1953-1885,M10217.1_9038-9106,1.11864406779661
8293,AF237335.1_140-258,X02250.1_3-118,1.16376811594203
8294,M59346.1_3-119,Z50077.1_4-121,0.828512396694215
8295,L38334.1_3-288,U14762.1_1-239,0.690140845070422
8296,AJ249237.1_66-149,AF386062.1_65-148,0.778869778869779
8297,X16643.1_820-900,AF076356.1_60-128,1.0668449197861
8298,BX004829.12_230835-230889,AC144487.1_66140-66085,0.693617021276596
8299,AF110965.1_68-166,L02317.1_126-224,0.882442748091603
8300,AE016761.1_247677-247799,AF270169.1_2621-2476,1.13474576271186
8301,X80245.1_11535-11604,X05394.1_803-733,1.33819241982507
8302,U41288.1_27369-27451,L36897.1_2659-2743,0.85945945945946
8303,AE014429.2_552-315,AE017011.1_46644-46832,0.746324054246966
8304,X00378.1_2-120,Z50054.1_4-120,1.11167400881057
8305,X03715.1_589-662,X03154.1_801-875,1.14079422382671
8306,X13007.1_1-116,Z50075.1_3-119,1.10141206675225
8307,AY492760.1_843-894,AY118165.1_1413-1464,0.960552268244576
8308,X80245.1_11535-11604,M10217.1_7015-7083,1.42735042735043
8309,L03696.1_1296-1347,L11799.1_1278-1329,1.00363636363636
8310,U72103.1_308-364,AF405201.1_87-143,1.0727969348659
8311,AY134982.1_65-148,AF084674.1_65-148,0.950372208436724
8312,AL162755.2_146999-146906,AE010530.1_10602-10691,0.94488188976378
8313,U14769.1_1-239,L38333.1_3-288,0.720041862899006
8314,X55319.1_1-74,AF105125.1_104-176,1.19706498951782
8315,AF484499.1_1287-1338,AF076475.1_1423-1474,1.0
8316,X03834.1_1418-1494,X97295.1_1333-1451,0.701197604790419
8317,AF136399.1_1808-1868,AF195141.1_689-759,1.05539906103286
8318,AJ301559.2_6784-6876,BX897699.1_1435970-1435876,0.732198142414861
8319,X01535.1_1-119,X00998.1_1-119,1.03135498320269
8320,X04163.1_219-289,AE005196.1_3290-3363,1.22169811320755
8321,X05541.1_1-121,U01070.1_190-289,0.94757281553398
8322,X02205.1_471-542,J01395.1_2878-2951,1.31524547803618
8323,AY012114.1_954-1022,M86501.1_1-68,1.58467741935484
8324,AE008809.1_3263-3335,X05395.1_365-438,1.08609271523179
8325,AE012070.1_1125-1243,AE013857.1_9631-9778,0.910630291627469
8326,K02688.1_1-115,L37451.1_4-118,0.959276018099548
8327,L36887.1_4635-4707,M20959.1_1-72,1.24384236453202
8328,X06474.1_512-707,L22247.1_6321-6513,0.901296720061022
8329,AF333036.1_2190-2249,AL833145.1_1479-1545,0.920376175548589
8330,AE001298.1_7270-7169,AF203881.1_14955-14875,0.857886178861789
8331,AY492760.1_843-894,AY519114.1_46-97,0.951710261569416
8332,AE015324.1_6847-6986,AE005906.1_7630-7499,0.843070787637089
8333,AY519102.1_46-97,AF156829.1_45-96,1.00635593220339
8334,AC084609.1_20256-20184,AE005658.1_7176-7257,1.05785123966942
8335,AL929222.6_146158-146212,BX005477.7_164801-164747,1.09313725490196
8336,Z17285.1_96-198,X54048.1_3112-3217,0.845433255269321
8337,AF156843.1_40-91,AY519094.1_46-97,0.945652173913044
8338,AF067154.1_8971-9027,AF254720.1_393-449,1.00875656742557
8339,D11355.1_1-391,AF057151.1_1-237,0.728559176672384
8340,AF008220.1_6251-6324,X66414.1_9-82,1.08817635270541
8341,X16746.1_1-72,X04815.1_1-81,1.00205338809035
8342,AF072692.1_240-358,X00069.1_1-118,1.14782608695652
8343,Y11109.1_1272-1330,BC003127.1_865-928,1.15880893300248
8344,AF462736.1_769-824,AF286234.1_8939-8995,1.0503355704698
8345,X16194.1_2-114,U28505.1_6807-6921,1.01568088033012
8346,AP005342.1_28132-28310,AP005082.1_169934-170112,1.06700593723494
8347,AF156850.1_74-125,AY455779.1_1536-1587,1.05138339920949
8348,M32222.1_953-1250,X15364.1_835-1130,1.12054120541205
8349,U61165.1_404-477,U67492.1_3149-3223,1.0327380952381
8350,X17621.1_1700-1813,AF454388.1_1126-1239,0.77731673582296
8351,AJ243001.2_1-116,X55265.1_3-119,1.11735330836454
8352,X06996.1_1-118,Z50065.1_3-120,1.20206659012629
8353,J01390.1_11761-11831,J01390.1_12417-12498,1.17293233082707
8354,AE003538.3_103715-103786,X15613.1_1252-1313,1.1504854368932
8355,AF293421.1_1-52,AY484772.1_1-51,1.03339882121807
8356,U29422.1_1296-1347,U29412.1_1300-1351,1.04310344827586
8357,AJ241840.1_56-3,AJ241831.1_56-3,1.03561643835616
8358,Z99123.2_188544-188650,AL596172.1_176254-176136,0.973270440251572
8359,X74126.1_2430-2501,X07462.1_14-87,1.1932059447983
8360,AY535676.1_171-222,AF495844.1_33-84,0.98068669527897
8361,AJ291719.1_9558-9614,AF286233.1_8891-8947,1.09227871939736
8362,X61068.1_961-1034,AE005466.1_5965-6036,1.13651877133106
8363,X12890.1_1972-2045,K00235.1_1-85,1.21178637200737
8364,AF529645.1_65-148,AF418415.1_65-148,0.853820598006645
8365,AF196722.1_456-512,U43107.1_955-1011,1.02613240418118
8366,Z79528.1_65-148,AF326167.1_61-144,0.871134020618557
8367,M20966.1_1-88,U51030.1_22201-22130,1.08270676691729
8368,AY236366.1_1-292,AY434105.1_2-197,0.823995472552349
8369,M84834.1_1-321,L27875.1_1-232,0.85989656793606
8370,AE013020.1_702-811,Z99119.2_114925-114787,0.9004914004914
8371,M18744.1_76-164,K01637.1_819-890,1.03436988543372
8372,X14848.1_5139-5066,X52392.1_6280-6355,1.46289752650177
8373,X12886.1_1-117,K03155.1_22-137,0.887323943661972
8374,Z29099.1_1-303,Z29101.1_1-302,1.00650044523597
8375,AF443113.1_69-186,AF385935.1_714-830,0.919205298013245
8376,X13662.1_1-116,X02013.1_1-116,1.01224489795918
8377,AE016917.1_68334-68236,AE010545.1_3316-3227,0.975815738963532
8378,AF272626.1_2982-3085,M10432.1_1-119,0.938686131386861
8379,X57045.1_606-678,X69098.1_1-73,1.15757575757576
8380,X03602.1_660-731,J05395.1_2325-2252,1.092
8381,X66443.1_1-72,X03016.1_3583-3669,1.08502772643253
8382,Z97099.1_19-102,AY451179.1_148-231,0.976190476190476
8383,AF011753.1_9129-9194,AF313916.1_9114-9179,0.807228915662651
8384,M27323.1_238-354,AF110972.1_83-200,0.938420348058902
8385,AF132497.1_147-398,AF499638.1_394-645,0.864764267990075
8386,AF041329.1_1-267,Z84273.1_1-250,0.91912512716175
8387,AF008220.1_6172-6245,M18744.1_76-164,0.960191082802548
8388,Z79543.1_65-148,AF484489.1_59-142,0.878531073446328
8389,Z50737.1_3-119,D13621.1_3-119,0.962555066079295
8390,X04465.1_47942-47868,X77508.1_2333-2408,1.09331259720062
8391,AY463234.1_304-387,AF281769.1_65-148,0.85377358490566
8392,AP004595.1_78821-78718,BX572095.1_178356-178459,0.732006125574273
8393,AF064490.1_9235-9271,AF356827.1_9318-9354,1.01945525291829
8394,AJ237851.1_3373-3277,AJ011025.1_3477-3397,0.755555555555556
8395,AY519098.1_46-97,AF286253.1_1559-1610,0.985971943887776
8396,BC054804.1_1537-1650,M27158.1_2168-2281,0.904054054054054
8397,X03481.1_524-600,AY005806.1_723-797,0.743445692883895
8398,AY163821.1_1-256,AB008446.1_1-322,0.869739478957916
8399,AE007783.1_7014-6904,Z99110.2_47875-47995,0.854591836734694
8400,AF352027.1_395-646,AF328683.1_393-644,1.00993788819876
8401,L28907.1_462-560,AY228557.1_593-691,0.845724907063197
8402,AF074613.1_60570-60649,V00712.1_1227-1289,0.646783625730994
8403,AY288878.1_65-148,AB081219.1_65-148,0.901808785529716
8404,AJ437047.1_65-148,AF042101.1_856-939,0.871473354231975
8405,AE017007.1_181606-181356,AE017007.1_179801-179567,0.750350631136045
8406,J04815.1_1-73,Z11884.1_254-326,1.37593984962406
8407,D16192.1_986-1036,D63822.1_9294-9344,0.96037296037296
8408,AF347015.1_5827-5762,D10743.1_4-73,1.30487804878049
8409,AE015551.1_8187-8055,AP006583.1_134892-135011,1.07683073229292
8410,AF484480.1_59-142,AF084726.1_65-148,0.947802197802198
8411,X16887.1_553-487,M10217.1_7154-7086,0.981366459627329
8412,AL928834.15_56933-56987,BX293564.5_22408-22462,0.757709251101322
8413,BX537638.1_3883-3996,M68880.1_2362-2475,0.913236929922136
8414,Z17286.1_97-199,L25920.1_3-109,0.916666666666667
8415,L37447.1_4-116,M11716.1_2-115,1.09090909090909
8416,AP003586.1_316604-316723,AP005330.1_21939-22075,0.896640826873385
8417,AE007798.1_8173-8025,AL672115.1_15647-15763,0.694878706199461
8418,X03848.1_3091-3164,D16387.1_11909-11838,1.23061630218688
8419,D49772.1_1040-1076,D84263.1_9324-9360,1.06060606060606
8420,AE005906.1_7630-7499,AE012558.1_14966-15083,1.05956112852665
8421,AJ132198.1_1-116,X13035.1_1-119,1.05250305250305
8422,AF454388.1_1126-1239,AF205856.1_1102-1215,1.04239766081871
8423,AJ006332.1_1-232,AF021888.1_1-190,0.767341927562922
8424,AF041294.1_1-191,AY070167.1_1-254,0.880938063740228
8425,D00547.1_329-401,AF008220.1_6172-6245,1.02102102102102
8426,D13102.1_342-269,M93388.1_1318-1384,1.22905027932961
8427,AC139110.4_26930-26875,BX293564.5_124345-124291,0.761627906976744
8428,AJ241828.1_56-3,AF170504.1_284-337,1.16975308641975
8429,X02044.1_4-118,X02024.1_3-117,0.951911220715166
8430,AY165267.1_248-299,AB074070.1_1350-1401,0.98780487804878
8431,AF024203.1_90-141,AJ535022.1_23-74,0.973415132924335
8432,AF069749.1_1422-1494,K00174.1_1-68,1.43490304709141
8433,AF030952.1_65-148,AY282197.1_65-148,0.7534516765286
8434,U33433.1_1-227,L34368.1_1-279,0.924018357980622
8435,AE012550.1_9704-9824,BX927153.1_297716-297548,0.838324420677362
8436,AF102220.1_389-445,U72094.1_328-384,1.18097447795824
8437,D13622.1_3-119,AE000559.1_152-269,1.03444034440344
8438,X03017.1_3532-3557,X71389.1_882-907,1.0
8439,AP004603.1_147738-147633,AE005405.1_41-163,1.15569823434992
8440,X69331.1_1-139,X15928.1_1-160,0.842546063651591
8441,AF442570.1_8877-8933,U72139.1_317-373,1.06818181818182
8442,X03698.1_100-176,X03481.1_524-600,1.13480885311871
8443,AF021898.1_1-190,AY188092.1_3-196,0.873547505126452
8444,AF041266.1_1-191,AY190438.1_1-181,0.814814814814815
8445,AL939111.1_162719-162830,BX842573.1_159140-159250,0.793370165745856
8446,AE005876.1_3727-3622,AE016921.1_114001-113907,0.870026525198939
8447,AY288872.1_65-148,Z79568.1_65-148,0.837535014005602
8448,K01727.1_129-57,M20972.1_1-72,1.23234624145786
8449,U14781.1_1-239,Z84239.1_1-250,0.885714285714286
8450,AY145994.1_3-233,AF021900.1_1-190,0.792322215229704
8451,M36311.1_2-120,X73589.1_1-118,1.09113001215067
8452,M10217.1_5910-5978,X70810.2_60996-61067,1.33893557422969
8453,AE008727.1_5966-5885,AC008443.10_38881-38809,1.05691056910569
8454,AE004009.1_105-203,AP004597.1_219374-219477,1.01727941176471
8455,M61720.1_1-239,L34378.1_1-279,0.843237704918033
